Staff_Id,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlySalary,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Quarter1_KPI_Score,Quarter2_KPI_Score,Quarter3_KPI_Score,Quarter4_KPI_Score
SN00785,23.0,Travel_Rarely,571.0,Research & Development,12,2,Other,1982,4,Male,3,1,Laboratory Technician,4,Single,2647,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4,79,51,86,87
SN00786,29.0,Travel_Rarely,,Research & Development,0,1,Medical,1586,2,Male,3,1,Laboratory Technician,1,Single,4723,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5,54,46,71,63
SN00787,38.0,Travel_Frequently,216.0,Research & Development,23,3,Life Sciences,12,4,Male,2,3,Manufacturing Director,3,Single,9526,0,Y,No,21,4,2,80,0,10,2,3,9,7,1,8,59,32,61,60
SN00788,31.0,Travel_Rarely,182.0,Research & Development,8,5,Life Sciences,1430,1,Female,3,4,Research Director,2,Single,16422,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0,65,45,66,66
SN00789,43.0,Travel_Frequently,1422.0,Sales,2,4,Life Sciences,1849,1,Male,3,2,Sales Executive,4,Married,5675,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7,65,48,82,75
SN00791,45.0,Travel_Rarely,561.0,Sales,2,3,Other,606,4,Male,3,2,Sales Executive,2,Married,4805,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7,57,48,69,69
SN00792,42.0,Travel_Rarely,916.0,Research & Development,17,2,Life Sciences,347,4,Female,4,2,Research Scientist,1,Single,6545,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2,46,29,60,57
SN00793,31.0,Travel_Rarely,1062.0,Research & Development,24,3,Medical,1252,3,Female,2,2,Healthcare Representative,1,Single,6812,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8,65,34,62,60
SN00794,,Travel_Rarely,1181.0,Research & Development,1,3,Life Sciences,1799,3,Male,3,1,Research Scientist,4,Married,2044,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3,83,54,83,87
SN00795,32.0,Travel_Frequently,116.0,Research & Development,13,3,Other,1234,3,Female,2,1,Laboratory Technician,2,Married,2743,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2,50,37,63,65
SN00796,,Travel_Rarely,157.0,Research & Development,1,3,Medical,1952,3,Male,3,1,Laboratory Technician,1,Single,2867,0,Y,No,13,3,4,80,0,8,6,2,7,7,7,6,82,53,88,87
SN00797,30.0,Travel_Frequently,1012.0,Research & Development,0,4,Life Sciences,861,2,Male,2,1,Research Scientist,4,Divorced,3761,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3,60,45,66,63
SN00798,23.0,Travel_Rarely,1309.0,Research & Development,26,1,Life Sciences,465,3,Male,3,1,Research Scientist,4,Divorced,2904,1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2,60,38,64,62
SN00799,38.0,Travel_Rarely,833.0,Research & Development,18,3,Medical,1766,2,Male,1,2,Healthcare Representative,4,Married,5811,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0,52,36,58,62
SN00800,32.0,Travel_Rarely,128.0,Research & Development,2,1,Technical Degree,362,4,Male,2,2,Laboratory Technician,1,Single,2176,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4,61,49,74,76
SN00801,40.0,Travel_Frequently,1395.0,Research & Development,26,3,Medical,202,2,Female,3,2,Research Scientist,2,Divorced,5605,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13,64,39,59,60
SN00802,37.0,Travel_Rarely,446.0,Research & Development,1,4,Life Sciences,635,2,Female,3,2,Manufacturing Director,2,Married,6447,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3,56,32,63,61
SN00803,24.0,Non-Travel,1269.0,Research & Development,4,1,Life Sciences,888,1,Male,2,1,Laboratory Technician,4,Married,3162,0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4,50,33,63,62
SN00804,40.0,Travel_Rarely,1322.0,Research & Development,2,4,Life Sciences,2048,3,Male,2,1,Research Scientist,3,Single,2809,2,Y,No,14,3,4,80,0,8,2,3,2,2,2,2,55,32,60,64
SN00805,36.0,Non-Travel,1351.0,Research & Development,9,4,Life Sciences,1949,1,Male,4,1,Laboratory Technician,2,Married,2810,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2,68,46,66,67
SN00806,23.0,Travel_Rarely,650.0,Research & Development,9,1,Medical,758,2,Male,3,1,Laboratory Technician,1,Married,2500,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2,60,33,60,64
SN00808,42.0,Travel_Rarely,622.0,Research & Development,2,4,Life Sciences,659,3,Female,3,2,Healthcare Representative,4,Married,4089,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,69,50,75,72
SN00809,29.0,Travel_Rarely,352.0,Human Resources,6,1,Medical,1865,4,Male,2,1,Human Resources,2,Married,2804,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0,50,45,67,65
SN00811,30.0,Travel_Rarely,1427.0,Research & Development,2,1,Medical,198,2,Male,2,1,Laboratory Technician,4,Single,2720,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2,67,45,74,66
SN00812,30.0,Travel_Rarely,1082.0,Sales,12,3,Technical Degree,533,2,Female,3,2,Sales Executive,3,Single,6577,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4,76,50,83,80
SN00813,42.0,Non-Travel,495.0,Research & Development,2,1,Life Sciences,1334,3,Male,3,4,Manager,3,Married,17861,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10,61,46,68,71
SN00814,42.0,Travel_Rarely,419.0,Sales,12,4,Marketing,1943,2,Male,3,2,Sales Executive,4,Divorced,5087,3,Y,Yes,12,3,3,80,2,14,4,3,0,0,0,0,60,48,80,81
SN00815,,Travel_Rarely,821.0,Sales,0,4,Medical,916,1,Male,3,2,Sales Executive,4,Single,4908,1,Y,No,14,3,2,80,0,4,3,3,4,2,0,2,57,43,74,69
SN00817,40.0,Travel_Rarely,989.0,Research & Development,4,1,Medical,253,4,Female,3,5,Manager,3,Married,19033,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,59,36,58,59
SN00818,49.0,Travel_Rarely,722.0,Research & Development,25,4,Life Sciences,1617,3,Female,3,1,Laboratory Technician,1,Married,3211,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4,67,48,74,67
SN00819,,Travel_Rarely,390.0,Research & Development,17,4,Medical,1718,4,Male,1,1,Laboratory Technician,3,Married,2305,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2,68,45,71,68
SN00821,30.0,Travel_Rarely,438.0,Research & Development,18,3,Life Sciences,194,1,Female,3,1,Research Scientist,3,Single,2632,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4,66,48,82,76
SN00822,50.0,Non-Travel,145.0,Sales,1,3,Life Sciences,1040,4,Female,3,2,Sales Executive,3,Married,6347,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13,50,45,70,65
SN00824,42.0,Non-Travel,926.0,Research & Development,21,2,Medical,270,3,Female,3,2,Manufacturing Director,3,Divorced,5265,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2,68,51,80,80
SN00825,33.0,Travel_Rarely,117.0,Research & Development,9,3,Medical,1238,1,Male,3,1,Research Scientist,4,Married,2781,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10,67,52,74,74
SN00826,50.0,Travel_Rarely,797.0,Research & Development,4,1,Life Sciences,385,1,Male,3,5,Research Director,2,Divorced,19144,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6,63,52,75,83
SN00829,39.0,Travel_Frequently,1218.0,Research & Development,1,1,Life Sciences,531,2,Male,3,5,Manager,3,Divorced,19197,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6,55,43,75,62
SN00831,55.0,Travel_Rarely,1441.0,Research & Development,22,3,Technical Degree,1694,1,Male,2,1,Research Scientist,2,Divorced,3537,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2,50,28,58,57
SN00832,34.0,Travel_Frequently,878.0,Research & Development,10,4,Medical,277,4,Male,3,1,Research Scientist,3,Divorced,3815,1,Y,Yes,17,3,4,80,1,5,4,4,5,3,2,0,60,45,78,75
SN00833,,Travel_Rarely,528.0,Human Resources,8,4,Technical Degree,1164,3,Male,3,1,Human Resources,3,Single,4323,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,58,40,61,61
SN00834,33.0,Travel_Rarely,832.0,Research & Development,0,4,Life Sciences,338,3,Female,2,1,Research Scientist,4,Married,2911,1,Y,No,13,3,3,80,1,2,2,2,2,2,0,2,62,33,61,59
SN00836,,Non-Travel,1103.0,Research & Development,16,3,Medical,1947,3,Male,3,1,Research Scientist,3,Single,2144,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4,59,47,69,65
SN00838,36.0,Travel_Rarely,164.0,Sales,2,2,Medical,513,2,Male,2,3,Sales Executive,3,Married,7596,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0,52,40,58,62
SN00839,30.0,Travel_Rarely,1092.0,Research & Development,10,3,Medical,1816,1,Female,3,3,Manufacturing Director,3,Single,9667,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,62,45,73,70
SN00840,45.0,Travel_Rarely,1457.0,Research & Development,7,3,Medical,1195,1,Female,3,1,Research Scientist,3,Married,4477,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2,61,30,63,60
SN00841,54.0,Travel_Rarely,1147.0,Sales,0,3,Marketing,303,4,Female,3,2,Sales Executive,1,Married,5940,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5,64,48,71,75
SN00842,32.0,Travel_Frequently,379.0,Sales,0,2,Life Sciences,889,2,Male,3,2,Sales Executive,2,Married,6524,1,Y,No,14,3,4,80,1,10,3,3,10,8,5,3,65,46,71,62
SN00843,49.0,Travel_Frequently,279.0,Research & Development,8,1,Life Sciences,2,3,Male,2,2,Research Scientist,2,Married,5130,1,Y,No,23,4,4,80,1,10,3,3,10,7,1,7,60,44,73,64
SN00844,54.0,Non-Travel,142.0,Human Resources,26,3,Human Resources,148,4,Female,4,4,Manager,4,Single,17328,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4,56,43,75,68
SN00845,,Travel_Rarely,1219.0,Sales,18,3,Medical,975,3,Female,3,2,Sales Executive,3,Married,4601,1,Y,No,16,3,2,80,0,5,3,3,5,2,1,0,60,48,69,63
SN00846,31.0,Travel_Rarely,1276.0,Research & Development,2,1,Medical,1974,4,Female,1,1,Laboratory Technician,4,Divorced,1129,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0,61,51,81,73
SN00847,41.0,Non-Travel,256.0,Sales,10,2,Medical,1329,3,Male,1,2,Sales Executive,2,Single,6151,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9,63,46,72,75
SN00850,42.0,Travel_Frequently,1474.0,Research & Development,0,2,Other,591,2,Male,3,1,Laboratory Technician,3,Married,2093,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,68,47,83,76
SN00852,38.0,Travel_Frequently,594.0,Research & Development,2,2,Medical,1760,3,Female,2,1,Laboratory Technician,2,Married,2468,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5,63,51,78,79
SN00854,,Travel_Rarely,219.0,Research & Development,16,2,Other,1886,4,Female,2,2,Manufacturing Director,2,Married,4788,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2,59,35,65,62
SN00856,40.0,Travel_Rarely,750.0,Research & Development,12,3,Life Sciences,1829,2,Female,3,2,Healthcare Representative,1,Divorced,4448,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7,61,43,65,71
SN00858,37.0,Travel_Frequently,1231.0,Sales,21,2,Medical,900,3,Female,3,1,Sales Representative,4,Married,2973,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,51,46,73,63
SN00860,33.0,Travel_Rarely,867.0,Research & Development,8,4,Life Sciences,1798,4,Male,4,1,Research Scientist,1,Married,3143,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6,49,29,58,59
SN00861,18.0,Non-Travel,1124.0,Research & Development,1,3,Life Sciences,1368,4,Female,3,1,Laboratory Technician,4,Single,1611,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0,69,45,72,73
SN00862,52.0,Travel_Frequently,890.0,Research & Development,25,4,Medical,867,3,Female,2,4,Manufacturing Director,4,Married,13826,3,Y,No,22,4,3,80,0,31,3,3,9,8,0,0,52,45,65,62
SN00863,42.0,Travel_Frequently,1271.0,Research & Development,2,1,Medical,875,2,Male,3,1,Research Scientist,4,Single,2515,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2,62,36,60,62
SN00864,27.0,Travel_Rarely,1054.0,Research & Development,8,3,Medical,1751,3,Female,3,1,Research Scientist,4,Single,3445,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4,68,48,72,82
SN00865,37.0,Travel_Rarely,161.0,Research & Development,10,3,Life Sciences,2017,3,Female,4,3,Research Director,4,Married,13744,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8,50,30,61,60
SN00866,49.0,Travel_Rarely,1313.0,Sales,11,4,Marketing,1757,4,Female,3,2,Sales Executive,4,Single,4507,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4,51,26,58,56
SN00867,41.0,Travel_Rarely,337.0,Sales,8,3,Marketing,1909,3,Female,3,2,Sales Executive,2,Married,4393,5,Y,No,21,4,3,80,1,14,3,3,5,4,1,4,64,48,71,64
SN00868,37.0,Travel_Rarely,309.0,Sales,10,4,Life Sciences,1105,4,Female,2,2,Sales Executive,4,Divorced,6694,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0,70,52,80,80
SN00871,53.0,Travel_Rarely,346.0,Research & Development,6,3,Life Sciences,769,4,Male,3,2,Laboratory Technician,4,Single,2450,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2,65,46,72,78
SN00872,38.0,Travel_Rarely,1333.0,Research & Development,1,3,Technical Degree,950,4,Female,3,3,Research Director,1,Married,13582,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11,57,45,75,69
SN00873,37.0,Travel_Rarely,571.0,Research & Development,10,1,Life Sciences,802,4,Female,3,1,Research Scientist,1,Divorced,2782,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,62,45,71,64
SN00874,30.0,Travel_Rarely,1288.0,Sales,29,4,Technical Degree,1568,3,Male,3,3,Sales Executive,2,Married,9250,3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3,59,48,73,71
SN00875,41.0,Travel_Rarely,548.0,Research & Development,9,4,Life Sciences,1772,3,Male,3,1,Laboratory Technician,1,Divorced,2289,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4,58,35,62,65
SN00876,36.0,Travel_Rarely,1040.0,Research & Development,0,2,Life Sciences,1664,4,Male,4,2,Healthcare Representative,1,Divorced,6842,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4,54,44,67,68
SN00877,34.0,Travel_Rarely,1442.0,Research & Development,9,3,Medical,717,4,Female,2,3,Healthcare Representative,2,Single,8621,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7,52,48,73,69
SN00878,,Travel_Rarely,660.0,Sales,7,1,Life Sciences,1492,4,Male,3,1,Sales Representative,3,Married,2404,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,61,45,70,69
SN00880,47.0,Travel_Rarely,1225.0,Sales,2,4,Life Sciences,1676,2,Female,4,4,Manager,2,Divorced,15972,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2,61,40,58,59
SN00882,34.0,Travel_Rarely,735.0,Sales,0,1,Medical,1915,4,Female,2,2,Sales Executive,4,Married,8103,3,Y,Yes,12,3,3,80,0,9,3,2,4,2,0,1,61,43,70,62
SN00883,31.0,Travel_Rarely,525.0,Sales,6,4,Medical,653,1,Male,4,2,Sales Executive,4,Divorced,5460,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7,63,49,80,71
SN00884,54.0,Travel_Rarely,1217.0,Research & Development,2,4,Technical Degree,126,1,Female,3,3,Research Director,3,Married,13549,9,Y,No,12,3,1,80,1,16,5,1,4,3,0,3,62,46,71,76
SN00885,47.0,Travel_Rarely,465.0,Research & Development,1,3,Technical Degree,1438,1,Male,3,1,Research Scientist,4,Married,3420,7,Y,No,12,3,3,80,1,17,2,2,6,5,1,2,56,34,65,64
SN00886,,Travel_Rarely,883.0,Sales,26,1,Medical,781,3,Female,3,2,Sales Executive,4,Single,6180,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4,62,48,79,76
SN00887,55.0,Travel_Rarely,478.0,Research & Development,2,3,Medical,1770,3,Male,2,5,Research Director,1,Married,19038,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0,50,36,62,62
SN00888,50.0,Travel_Rarely,804.0,Research & Development,9,3,Life Sciences,1030,1,Male,3,1,Laboratory Technician,4,Married,2380,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0,60,48,78,83
SN00889,33.0,Travel_Rarely,147.0,Human Resources,2,3,Human Resources,1207,2,Male,3,1,Human Resources,3,Married,3600,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4,50,30,65,59
SN00890,44.0,Travel_Rarely,1117.0,Research & Development,2,1,Life Sciences,1246,1,Female,4,1,Research Scientist,4,Married,2011,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7,61,50,71,77
SN00891,48.0,Travel_Rarely,1221.0,Sales,7,3,Marketing,1466,3,Male,3,2,Sales Executive,1,Divorced,5486,4,Y,No,11,3,1,80,3,15,3,3,2,2,2,2,62,47,73,62
SN00892,22.0,Travel_Rarely,1136.0,Research & Development,0,3,Life Sciences,284,4,Male,4,1,Research Scientist,2,Divorced,2328,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2,57,33,64,61
SN00893,54.0,Travel_Rarely,821.0,Research & Development,0,2,Medical,522,1,Male,3,5,Research Director,1,Married,19406,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2,63,50,81,74
SN00894,34.0,Travel_Frequently,618.0,Research & Development,0,1,Life Sciences,1103,1,Male,3,2,Healthcare Representative,4,Single,7756,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,51,29,57,57
SN00895,,Travel_Rarely,1361.0,Sales,17,4,Life Sciences,1218,3,Male,3,2,Sales Executive,1,Married,8966,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7,52,39,64,60
SN00896,,Travel_Rarely,891.0,Sales,4,2,Life Sciences,527,2,Female,2,2,Sales Executive,4,Single,4487,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,67,45,68,63
SN00897,50.0,Travel_Rarely,1464.0,Research & Development,2,4,Medical,1061,2,Male,3,5,Research Director,3,Married,19237,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7,53,32,58,63
SN00898,,Travel_Rarely,482.0,Research & Development,1,2,Life Sciences,1893,2,Female,2,1,Research Scientist,3,Married,2933,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0,56,48,65,67
SN00899,32.0,Travel_Rarely,371.0,Sales,19,3,Life Sciences,1739,4,Male,1,3,Sales Executive,3,Married,9610,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2,53,34,61,61
SN00900,41.0,Travel_Rarely,1283.0,Research & Development,0,5,Medical,1448,2,Male,4,1,Research Scientist,3,Married,2127,2,Y,Yes,12,3,1,80,0,7,5,2,4,2,0,3,64,51,83,71
SN00901,38.0,Travel_Rarely,395.0,Sales,9,3,Marketing,893,2,Male,2,1,Sales Representative,2,Married,2899,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2,50,48,67,65
SN00902,,Travel_Rarely,760.0,Sales,2,4,Marketing,846,2,Female,3,2,Sales Executive,2,Married,4779,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5,50,41,63,60
SN00903,41.0,Travel_Frequently,1018.0,Sales,1,3,Marketing,1349,3,Female,3,2,Sales Executive,1,Divorced,4103,0,Y,No,17,3,4,80,1,10,2,3,9,3,1,7,53,31,58,60
SN00906,58.0,Travel_Rarely,682.0,Sales,10,4,Medical,131,4,Male,3,4,Sales Executive,3,Single,13872,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8,50,26,59,60
SN00907,48.0,Non-Travel,1262.0,Research & Development,1,4,Medical,1116,1,Male,4,4,Manager,4,Single,16885,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,55,45,68,66
SN00908,52.0,Travel_Rarely,319.0,Research & Development,0,3,Medical,543,4,Male,2,3,Manufacturing Director,3,Married,7969,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,70,50,77,72
SN00909,53.0,Travel_Rarely,238.0,Sales,1,1,Medical,682,4,Female,3,2,Sales Executive,1,Single,8381,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10,59,41,60,63
SN00910,49.0,Travel_Rarely,271.0,Research & Development,0,2,Medical,1509,3,Female,2,2,Laboratory Technician,1,Married,4789,4,Y,No,25,4,1,80,1,10,3,3,3,2,1,2,51,48,70,70
SN00912,,Travel_Frequently,193.0,Research & Development,2,3,Life Sciences,1296,4,Male,2,1,Laboratory Technician,4,Married,3867,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2,54,33,60,60
SN00914,27.0,Travel_Frequently,472.0,Research & Development,1,1,Technical Degree,274,3,Male,2,2,Manufacturing Director,1,Married,4298,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0,51,27,59,60
SN00915,,Travel_Rarely,1355.0,Human Resources,25,1,Life Sciences,177,3,Female,3,1,Human Resources,3,Married,2942,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7,62,46,71,70
SN00916,44.0,Travel_Frequently,383.0,Sales,1,5,Marketing,1481,1,Female,3,2,Sales Executive,3,Married,4768,7,Y,No,12,3,3,80,1,11,4,2,1,0,0,0,60,52,77,81
SN00917,,Travel_Rarely,464.0,Research & Development,4,2,Other,53,3,Male,3,1,Laboratory Technician,4,Divorced,1951,1,Y,No,12,3,3,80,1,1,3,3,1,0,0,0,58,47,69,63
SN00918,27.0,Travel_Rarely,1377.0,Research & Development,11,1,Life Sciences,1434,2,Male,3,1,Laboratory Technician,1,Married,2099,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4,61,45,72,65
SN00919,52.0,Travel_Rarely,1323.0,Research & Development,2,3,Life Sciences,316,3,Female,2,1,Laboratory Technician,4,Single,3212,7,Y,No,15,3,2,80,0,6,3,2,2,2,2,2,59,48,71,68
SN00922,,Travel_Rarely,1349.0,Research & Development,23,3,Life Sciences,560,1,Female,3,1,Research Scientist,4,Divorced,2886,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,50,46,75,69
SN00923,40.0,Travel_Rarely,555.0,Research & Development,2,3,Medical,521,2,Female,2,2,Laboratory Technician,3,Married,3448,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0,63,48,67,62
SN00924,47.0,Travel_Rarely,202.0,Research & Development,2,2,Other,820,3,Female,3,4,Manager,4,Married,16752,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0,52,43,65,71
SN00926,50.0,Travel_Frequently,333.0,Research & Development,22,5,Medical,1539,3,Male,1,4,Research Director,4,Single,14411,1,Y,Yes,13,3,4,80,0,32,2,3,32,6,13,9,62,39,62,61
SN00927,,Travel_Rarely,672.0,Research & Development,25,3,Technical Degree,899,4,Male,2,3,Manufacturing Director,2,Married,10903,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8,53,38,65,62
SN00928,21.0,Travel_Rarely,546.0,Research & Development,0,1,Medical,1623,3,Male,3,1,Research Scientist,4,Single,3117,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2,64,30,63,60
SN00929,27.0,Travel_Rarely,1354.0,Research & Development,2,4,Technical Degree,1931,2,Male,3,1,Research Scientist,2,Married,2226,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2,67,46,74,64
SN00930,48.0,Travel_Rarely,817.0,Sales,2,1,Marketing,712,2,Male,4,2,Sales Executive,2,Married,8120,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2,62,47,71,62
SN00931,36.0,Travel_Rarely,1223.0,Research & Development,8,3,Technical Degree,83,3,Female,3,3,Healthcare Representative,3,Divorced,10096,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8,51,39,59,63
SN00933,36.0,Travel_Rarely,311.0,Research & Development,7,3,Life Sciences,1659,1,Male,3,1,Laboratory Technician,2,Single,2013,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3,67,47,73,82
SN00934,30.0,Travel_Rarely,330.0,Human Resources,1,3,Life Sciences,1499,3,Male,3,1,Human Resources,3,Divorced,2064,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3,66,48,75,70
SN00935,48.0,Travel_Rarely,1236.0,Research & Development,1,4,Life Sciences,664,4,Female,2,4,Manager,1,Married,15402,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2,51,45,72,65
SN00936,55.0,Travel_Rarely,1311.0,Research & Development,2,3,Life Sciences,505,3,Female,3,4,Manager,4,Single,16659,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2,64,34,61,64
SN00937,55.0,Travel_Rarely,692.0,Research & Development,14,4,Medical,254,3,Male,4,5,Research Director,2,Single,18722,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,68,47,69,71
SN00938,34.0,Travel_Rarely,1333.0,Sales,10,4,Life Sciences,1055,3,Female,3,1,Sales Representative,3,Married,2220,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,54,39,63,64
SN00941,54.0,Travel_Frequently,1050.0,Research & Development,11,4,Medical,1520,2,Female,3,4,Manager,4,Divorced,16032,3,Y,No,20,4,1,80,1,26,2,3,14,9,1,12,52,32,65,65
SN00942,42.0,Non-Travel,179.0,Human Resources,2,5,Medical,1231,4,Male,4,2,Human Resources,1,Married,6272,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3,52,45,70,63
SN00943,29.0,Travel_Rarely,738.0,Research & Development,9,5,Other,455,2,Male,2,1,Laboratory Technician,4,Single,3983,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2,50,34,62,64
SN00944,47.0,Travel_Rarely,955.0,Sales,4,2,Life Sciences,1003,4,Female,3,2,Sales Executive,4,Single,4163,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7,49,25,57,53
SN00945,42.0,Travel_Frequently,555.0,Sales,26,3,Marketing,404,3,Female,3,4,Sales Executive,2,Married,13525,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,63,30,61,60
SN00947,51.0,Travel_Rarely,942.0,Research & Development,0,3,Technical Degree,1786,1,Female,3,3,Manager,3,Married,13116,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2,57,41,63,64
SN00948,33.0,Travel_Rarely,922.0,Research & Development,1,5,Medical,612,1,Female,4,4,Research Director,3,Divorced,16184,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5,65,32,62,64
SN00949,39.0,Travel_Rarely,,Research & Development,6,1,Medical,2062,4,Male,2,3,Healthcare Representative,1,Married,9991,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7,69,52,76,73
